"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/2002 J2 (SOHO)",1.0000,0.005,143.53,15.62,91.51,,2002-05-03.9,,PAR,0,,6,T,,,,
"     C/2002 J3 (SOHO)",1.0000,0.007,139.42,337.34,61.72,,2002-05-15.0,,PAR,1,,67,T,,,,
"     C/2002 J4 (NEAT)",0.9999,3.634,46.53,70.88,230.71,61360.79,2003-10-03.1,5.37e+06,COM,1611,,225,,,,,
"     C/2002 J5 (LINEAR)",1.0011,5.727,117.23,314.11,74.83,,2003-09-19.3,,HYP,1672,,590,,,,,
"     C/2002 J6 (SOHO)",1.0000,0.005,143.35,11.71,88.16,,2002-05-15.1,,PAR,0,,7,T,,,,
"     C/2002 J7 (SOHO)",1.0000,0.005,143.53,8.35,85.52,,2002-05-16.4,,PAR,1,,9,T,,,,
"     C/2002 J8 (SOHO)",1.0000,0.008,140.93,340.02,63.39,,2002-05-13.6,,PAR,0,,4,T,,,,
"     C/2002 K1 (NEAT)",0.9996,3.230,89.72,280.55,4.46,17739.58,2002-06-16.4,8.36e+05,COM,115,,72,,,,,
"     C/2002 K2 (LINEAR)",0.9931,5.235,130.90,294.56,26.67,1520.34,2002-01-05.8,2.11e+04,COM,685,,136,,,,,
"     C/2002 K3 (SOHO)",1.0000,0.005,142.51,13.19,90.41,,2002-05-19.1,,PAR,0,,9,T,,,,
"     C/2002 K4 (NEAT)",0.8423,2.765,94.06,308.10,24.43,32.29,2002-07-12.9,73.4,HTC,128,4,243,,,,,
"     C/2002 K5 (SOHO)",1.0000,0.005,143.68,15.52,92.69,,2002-05-24.0,,PAR,0,,9,T,,,,
"     C/2002 K6 (SOHO)",1.0000,0.008,139.90,341.98,65.22,,2002-05-25.1,,PAR,0,,30,T,,,,
"     C/2002 K7 (SOHO)",1.0000,0.005,144.52,12.54,89.88,,2002-05-25.9,,PAR,0,,13,T,,,,
"     C/2002 K8 (SOHO)",1.0000,0.005,141.85,15.75,91.17,,2002-05-26.0,,PAR,0,,8,T,,,,
"     C/2002 K9 (SOHO)",1.0000,0.006,143.26,15.08,91.51,,2002-05-26.4,,PAR,1,,8,T,,,,
"     C/2002 K10 (SOHO)",1.0000,0.005,141.09,17.22,92.21,,2002-05-31.4,,PAR,1,,8,T,,,,
"     C/2002 K11 (SOHO)",1.0000,0.005,143.35,9.39,86.59,,2002-05-27.0,,PAR,0,,8,T,,,,
"     C/2002 L1 (SOHO)",1.0000,0.005,143.44,17.21,93.80,,2002-06-06.0,,PAR,0,,8,T,,,,
"     C/2002 L2 (SOHO)",1.0000,0.005,147.52,345.87,67.74,,2002-06-06.6,,PAR,0,,11,T,,,,
"     C/2002 L3 (SOHO)",1.0000,0.007,143.32,12.96,90.70,,2002-06-07.6,,PAR,0,,15,T,,,,
"     C/2002 L4 (SOHO)",1.0000,0.005,144.37,13.56,91.07,,2002-06-07.7,,PAR,0,,17,T,,,,
"     C/2002 L5 (SOHO)",1.0000,0.006,145.52,329.14,51.00,,2002-06-11.8,,PAR,0,,7,T,,,,
"     C/2002 L6 (SOHO)",1.0000,0.006,143.30,0.46,80.51,,2002-06-08.7,,PAR,0,,9,T,,,,
"     C/2002 L7 (SOHO)",1.0000,0.005,145.89,346.92,67.22,,2002-06-14.1,,PAR,0,,8,T,,,,
"     C/2002 L8 (SOHO)",1.0000,0.005,146.04,350.37,71.19,,2002-06-15.7,,PAR,0,,33,T,,,,
"     C/2002 L9 (NEAT)",0.9984,7.033,68.44,110.45,231.43,8859.14,2004-04-05.9,2.95e+05,COM,1680,,330,,,,,
"     C/2002 M1 (SOHO)",1.0000,0.005,144.96,7.31,85.64,,2002-06-21.1,,PAR,0,,11,T,,,,
"     C/2002 M2 (SOHO)",1.0000,0.007,139.55,339.00,62.81,,2002-06-18.6,,PAR,1,,100,T,,,,
"     C/2002 M3 (SOHO)",1.0000,0.006,146.35,344.39,63.47,,2002-06-24.1,,PAR,0,,9,T,,,,
"     C/2002 M4 (SOHO)",1.0000,0.006,145.41,335.55,53.69,,2002-06-27.4,,PAR,0,,9,T,,,,
"     C/2002 M5 (SOHO)",1.0000,0.005,145.65,7.18,84.90,,2002-06-28.4,,PAR,1,,13,T,,,,
"     C/2002 M6 (SOHO)",1.0000,0.005,142.86,15.24,93.28,,2002-06-29.2,,PAR,1,,13,T,,,,
"     C/2002 M7 (SOHO)",1.0000,0.005,143.30,14.18,92.13,,2002-06-29.2,,PAR,1,,9,T,,,,
"     C/2002 M8 (SOHO)",1.0000,0.006,134.08,8.17,89.69,,2002-06-16.8,,PAR,0,,11,T,,,,
"     C/2002 N1 (SOHO)",1.0000,0.005,136.62,19.83,100.02,,2002-07-09.0,,PAR,0,,6,T,,,,
"     C/2002 N2 (SOHO)",1.0000,0.049,13.80,52.93,54.78,,2002-07-11.9,,PAR,1,,14,T,,,,
"     C/2002 O1 (SOHO)",1.0000,0.005,144.77,0.95,80.05,,2002-07-17.8,,PAR,1,,19,T,,,,
"     C/2002 O2 (SOHO)",1.0000,0.005,144.72,11.84,89.46,,2002-07-17.9,,PAR,1,,25,T,,,,
"     C/2002 O3 (SOHO)",1.0000,0.005,144.38,3.81,82.01,,2002-07-17.5,,PAR,1,,8,T,,,,
"     C/2002 O4 (Hoenig)",1.0009,0.776,73.13,321.04,105.94,,2002-10-01.9,,HYP,58,,1195,,,,,
"     C/2002 O6 (SWAN)",0.9986,0.495,58.62,330.95,78.75,694.34,2002-09-09.4,6.48e+03,COM,30,,215,,,,,
"     C/2002 O7 (LINEAR)",1.0003,0.903,98.74,12.80,252.07,,2003-09-22.5,,HYP,343,,1606,,,,,
"     C/2002 P1 (NEAT)",0.9842,6.530,34.61,310.67,347.76,821.13,2001-11-23.1,8.42e+03,JFc,521,,99,,,,,
"     P/2002 P2 (SOHO)",1.0000,0.005,143.87,6.38,85.75,,2002-08-11.4,,PAR,1,,13,T,,,,
"     C/2002 P3 (SOHO)",1.0000,0.036,73.84,75.81,56.57,,2002-08-12.6,,PAR,0,,11,T,,,,
"     C/2002 Q2 (LINEAR)",0.9779,1.303,96.77,154.29,125.47,116.58,2002-08-17.7,452,COM,24,7,166,,,,,
"     C/2002 Q3 (LINEAR)",0.9983,1.306,96.90,154.15,125.70,1551.24,2002-08-19.0,2.16e+04,COM,6,,75,T,,,,
"     C/2002 Q3-A (LINEAR)",0.9944,1.305,96.86,154.19,125.70,466.59,2002-08-18.9,3.58e+03,COM,10,,44,,,,,
"     C/2002 Q5 (LINEAR)",1.0016,1.243,149.16,33.75,133.31,,2002-11-19.2,,HYP,275,,571,,,,,
"     C/2002 Q6 (SOHO)",1.0000,0.010,65.96,70.92,81.75,,2002-08-23.6,,PAR,0,,5,T,,,,
"     C/2002 Q7 (SOHO)",1.0000,0.005,144.80,11.70,89.26,,2002-08-25.0,,PAR,1,,42,T,,,,
"     C/2002 Q8 (SOHO)",1.0000,0.048,13.70,50.38,51.16,,2002-08-25.9,,PAR,0,,19,T,,,,
"     C/2002 Q9 (SOHO)",1.0000,0.030,22.45,19.58,207.89,,2002-08-19.4,,PAR,0,,26,T,,,,
"     C/2002 Q10 (SOHO)",1.0000,0.048,13.54,50.99,51.02,,2002-08-27.5,,PAR,0,,13,T,,,,
"     C/2002 Q11 (SOHO)",1.0000,0.005,145.38,359.80,79.71,,2002-08-30.1,,PAR,0,,8,T,,,,
"     C/2002 Q12 (SOHO)",1.0000,0.005,144.02,3.57,82.08,,2002-08-19.1,,PAR,0,,10,T,,,,
"     C/2002 Q13 (SOHO)",1.0000,0.005,144.31,2.15,80.71,,2002-08-27.7,,PAR,0,,12,T,,,,
"     C/2002 Q14 (SOHO)",1.0000,0.008,145.34,359.96,80.63,,2002-08-30.1,,PAR,0,,6,T,,,,
"     C/2002 R1 (SOHO)",1.0000,0.049,22.19,70.43,33.67,,2002-09-02.5,,PAR,0,,32,T,,,,
"     C/2002 R3 (LONEOS)",1.0026,3.869,161.10,54.30,45.07,,2003-06-13.4,,HYP,628,,1261,,,,,
"     C/2002 R4 (SOHO)",1.0000,0.052,28.31,85.69,20.16,,2002-09-03.3,,PAR,0,,35,T,,,,
"     C/2002 R5 (SOHO)",0.9853,0.047,14.12,13.21,45.73,6.38,2002-09-05.1,5.77,JFC,2105,5,64,,,,,
"     C/2002 R6 (SOHO)",1.0000,0.005,144.64,5.94,77.38,,2002-09-14.0,,PAR,0,,10,T,,,,
"     C/2002 R7 (SOHO)",1.0000,0.005,144.72,12.27,88.52,,2002-09-14.3,,PAR,1,,21,T,,,,
"     C/2002 R8 (SOHO)",1.0000,0.034,75.95,59.71,63.49,,2002-09-15.7,,PAR,0,,7,T,,,,
"     C/2002 S2 (SOHO)",1.0000,0.005,144.31,3.76,81.07,,2002-09-19.1,,PAR,2,,64,T,,,,
"     C/2002 S3 (SOHO)",1.0000,0.006,145.05,8.25,83.66,,2002-09-18.1,,PAR,0,,26,T,,,,
"     C/2002 S4 (SOHO)",1.0000,0.048,13.51,50.81,50.98,,2002-09-18.2,,PAR,1,,50,T,,,,
"     C/2002 S5 (SOHO)",1.0000,0.047,14.03,49.01,52.01,,2002-09-19.3,,PAR,0,,14,T,,,,
"     C/2002 S6 (SOHO)",1.0000,0.005,146.22,7.28,87.71,,2002-09-21.1,,PAR,0,,7,T,,,,
"     P/2002 S7 (SOHO)",0.9848,0.049,13.58,50.19,52.17,6.40,2008-07-04.8,5.79,JFC,2114,4,39,,,,,
"     C/2002 S8 (SOHO)",1.0000,0.005,144.46,3.36,79.66,,2002-09-22.0,,PAR,0,,30,T,,,,
"     C/2002 S9 (SOHO)",1.0000,0.005,144.27,5.64,83.50,,2002-09-24.2,,PAR,0,,18,T,,,,
"     C/2002 S10 (SOHO)",1.0000,0.005,144.17,4.59,81.57,,2002-09-26.6,,PAR,0,,15,T,,,,
"     C/2002 S11 (SOHO)",1.0000,0.048,13.68,50.70,51.84,,2002-09-30.3,,PAR,1,,64,T,,,,
"     C/2002 T2 (SOHO)",1.0000,0.037,70.94,70.73,57.79,,2002-10-04.3,,PAR,0,,7,T,,,,
"     C/2002 T3 (SOHO)",1.0000,0.008,144.21,11.38,82.88,,2002-10-09.3,,PAR,1,,22,T,,,,
"     C/2002 T7 (LINEAR)",1.0005,0.615,160.58,94.86,157.74,,2004-04-23.0,,HYP,1242,,4397,,1.2e-08,9.6e-10,-1.8e-09,
"     C/2002 U1 (SOHO)",1.0000,0.006,145.90,6.96,89.53,,2002-10-16.7,,PAR,0,,13,T,,,,
"     C/2002 U2 (LINEAR)",1.0000,1.209,59.14,38.78,95.85,,2002-12-31.9,,HYP,209,,372,,,,,
"     C/2002 U3 (SOHO)",1.0000,0.005,143.12,7.95,84.44,,2002-10-17.7,,PAR,0,,7,T,,,,
"     C/2002 U4 (SOHO)",1.0000,0.005,144.67,9.72,87.34,,2002-10-23.2,,PAR,0,,4,T,,,,
"     C/2002 U5 (SOHO)",1.0000,0.005,144.31,11.48,88.17,,2002-10-28.5,,PAR,2,,66,T,,,,
"     C/2002 U6 (SOHO)",1.0000,0.036,73.06,74.62,56.77,,2002-10-28.2,,PAR,0,,17,T,,,,
"     C/2002 U7 (SOHO)",1.0000,0.005,145.16,2.71,80.55,,2002-10-31.1,,PAR,0,,7,T,,,,
"     C/2002 U8 (SOHO)",1.0000,0.005,143.97,4.42,83.36,,2002-10-31.6,,PAR,0,,5,T,,,,
"     C/2002 U9 (SOHO)",1.0000,0.005,144.17,10.22,86.26,,2002-10-31.7,,PAR,0,,8,T,,,,
"     C/2002 V1 (NEAT)",0.9999,0.099,81.71,64.09,152.17,2020.93,2003-02-18.2,3.21e+04,COM,350,,1510,,-3.6e-09,4.3e-10,,
"     C/2002 V2 (LINEAR)",0.9986,6.812,166.78,20.23,314.68,10030.62,2003-05-13.6,3.56e+05,COM,1727,,317,,,,,
"     C/2002 V3 (SOHO)",1.0000,0.005,144.48,9.49,87.03,,2002-11-09.6,,PAR,0,,14,T,,,,
"     C/2002 V4 (SOHO)",1.0000,0.036,72.50,74.75,56.33,,2002-11-09.7,,PAR,0,,14,T,,,,
"     C/2002 V5 (SOHO)",1.0000,0.051,34.24,86.61,19.13,,2002-11-12.4,,PAR,1,,28,T,,,,
"     C/2002 V6 (SOHO)",1.0000,0.008,138.73,331.90,57.93,,2002-11-13.8,,PAR,0,,24,T,,,,
"     C/2002 V7 (SOHO)",1.0000,0.005,143.67,8.80,86.62,,2002-11-16.2,,PAR,0,,8,T,,,,
"     C/2002 VQ94 (LINEAR)",0.9663,6.797,70.52,35.02,100.05,396.41,2006-02-06.8,2.86e+03,COM,3479,,1292,,,,,
"     C/2002 W1 (SOHO)",1.0000,0.007,138.86,320.24,48.93,,2002-11-16.9,,PAR,0,,10,T,,,,
"     C/2002 W2 (SOHO)",1.0000,0.007,144.15,11.08,88.69,,2002-11-18.2,,PAR,0,,16,T,,,,
"     C/2002 W3 (SOHO)",1.0000,0.005,142.31,12.58,88.62,,2002-11-19.1,,PAR,0,,9,T,,,,
"     C/2002 W4 (SOHO)",1.0000,0.005,144.06,12.68,88.32,,2002-11-19.9,,PAR,0,,6,T,,,,
"     C/2002 W5 (SOHO)",1.0000,0.005,143.67,8.42,85.91,,2002-11-20.9,,PAR,1,,52,T,,,,
"     C/2002 W6 (SOHO)",1.0000,0.005,141.93,13.31,89.07,,2002-11-20.7,,PAR,0,,6,T,,,,
"     C/2002 W7 (SOHO)",1.0000,0.008,139.69,327.04,53.52,,2002-11-22.3,,PAR,1,,11,T,,,,
"     C/2002 W8 (SOHO)",1.0000,0.007,139.37,339.16,63.01,,2002-11-23.1,,PAR,0,,19,T,,,,
"     C/2002 W9 (SOHO)",1.0000,0.005,144.03,6.73,84.98,,2002-11-23.7,,PAR,1,,31,T,,,,
"     C/2002 W10 (SOHO)",1.0000,0.005,141.11,18.30,92.75,,2002-11-24.8,,PAR,0,,5,T,,,,
"     C/2002 W11 (SOHO)",1.0000,0.005,143.17,13.74,90.40,,2002-11-25.4,,PAR,0,,5,T,,,,
"     C/2002 W12 (SOHO)",1.0000,0.005,144.49,4.32,83.42,,2002-11-28.9,,PAR,1,,53,T,,,,
"     C/2002 W13 (SOHO)",1.0000,0.005,143.49,9.07,87.37,,2002-11-28.3,,PAR,1,,8,T,,,,
"     C/2002 W14 (SOHO)",1.0000,0.005,143.16,9.30,87.12,,2002-11-29.1,,PAR,0,,8,T,,,,
"     C/2002 W15 (SOHO)",1.0000,0.007,145.16,9.26,88.01,,2002-11-29.5,,PAR,0,,6,T,,,,
"     C/2002 W16 (SOHO)",1.0000,0.009,136.41,357.85,73.78,,2002-11-29.5,,PAR,0,,5,T,,,,
"     C/2002 W17 (SOHO)",1.0000,0.006,138.52,26.89,99.11,,2002-11-29.7,,PAR,0,,9,T,,,,
"     C/2002 X1 (LINEAR)",0.9982,2.487,164.09,281.89,207.33,2741.58,2003-07-12.8,5.08e+04,COM,695,,1432,,,,,
"     C/2002 X3 (SOHO)",1.0000,0.005,141.67,13.32,87.85,,2002-12-04.5,,PAR,0,,6,T,,,,
"     C/2002 X4 (SOHO)",1.0000,0.005,141.31,17.23,91.88,,2002-12-04.6,,PAR,0,,5,T,,,,
"     C/2002 X5 (Kudo-Fujikawa)",0.9998,0.190,94.15,119.07,187.58,2387.41,2003-01-29.0,4.12e+04,COM,129,,514,,2.6e-08,5.8e-09,,
"     C/2002 X6 (SOHO)",1.0000,0.035,72.55,74.75,57.43,,2002-12-02.4,,PAR,0,,13,T,,,,
"     C/2002 X7 (SOHO)",1.0000,0.005,137.42,24.10,97.20,,2002-12-01.7,,PAR,0,,5,T,,,,
"     C/2002 X8 (SOHO)",1.0000,0.005,142.08,314.04,39.67,,2002-12-05.5,,PAR,0,,8,T,,,,
"     C/2002 X9 (SOHO)",1.0000,0.008,139.82,331.62,54.29,,2002-12-05.6,,PAR,0,,7,T,,,,
"     C/2002 X10 (SOHO)",1.0000,0.005,143.16,7.94,84.26,,2002-12-05.9,,PAR,0,,4,T,,,,
"     C/2002 X11 (SOHO)",1.0000,0.005,143.40,13.86,91.10,,2002-12-09.3,,PAR,1,,8,T,,,,
"     C/2002 X12 (SOHO)",1.0000,0.005,139.96,25.65,99.76,,2002-12-10.0,,PAR,0,,6,T,,,,
"     C/2002 X13 (SOHO)",1.0000,0.005,137.25,305.70,34.61,,2002-12-03.5,,PAR,0,,7,T,,,,
"     C/2002 X14 (SOHO)",1.0000,0.004,144.59,4.59,83.49,,2002-12-12.3,,PAR,2,,44,T,,,,
"     C/2002 X15 (SOHO)",1.0000,0.005,133.28,33.03,104.95,,2002-12-14.1,,PAR,0,,7,T,,,,
"     C/2002 X16 (SOHO)",1.0000,0.005,145.02,0.57,77.80,,2002-12-11.0,,PAR,0,,7,T,,,,
"     C/2002 Y1 (Juels-Holvorcem)",0.9972,0.714,103.78,166.22,128.82,500.54,2003-04-13.2,3.97e+03,COM,372,,760,,,,,
"     C/2002 Y2 (SOHO)",1.0000,0.040,73.52,74.51,57.48,,2002-12-19.7,,PAR,0,,10,T,,,,
"     C/2002 Y3 (SOHO)",1.0000,0.005,146.92,356.64,74.99,,2002-12-18.9,,PAR,0,,8,T,,,,
"     C/2002 Y4 (SOHO)",1.0000,0.005,147.76,353.20,71.96,,2002-12-26.5,,PAR,0,,9,T,,,,
"     C/2003 A2 (Gleason)",1.0070,11.427,8.06,154.54,346.61,,2003-11-04.2,,HYP,1178,,148,,,,,
"     C/2003 A3 (SOHO)",1.0000,0.005,140.05,350.46,76.40,,2003-01-07.2,,PAR,0,,9,T,,,,
"     C/2003 A4 (SOHO)",1.0000,0.007,144.57,9.57,87.65,,2003-01-16.4,,PAR,2,,59,T,,,,
"     C/2003 A5 (SOHO)",1.0000,0.005,144.84,12.29,89.76,,2003-01-16.0,,PAR,0,,23,T,,,,
"     C/2003 B1 (SOHO)",1.0000,0.035,73.36,74.15,56.25,,2003-01-17.0,,PAR,1,,20,T,,,,
"     C/2003 B2 (SOHO)",1.0000,0.005,144.97,7.39,86.68,,2003-01-19.3,,PAR,1,,11,T,,,,
"     C/2003 B3 (SOHO)",1.0000,0.005,144.73,3.77,80.30,,2003-01-23.2,,PAR,0,,9,T,,,,
"     C/2003 C1 (SOHO)",1.0000,0.005,140.05,347.03,74.03,,2003-02-04.4,,PAR,1,,14,T,,,,
"     C/2003 C2 (SOHO)",1.0000,0.005,144.47,11.52,89.57,,2003-02-09.9,,PAR,1,,57,T,,,,
"     C/2003 C3 (SOHO)",1.0000,0.005,142.05,8.91,88.56,,2003-02-11.2,,PAR,0,,8,T,,,,
"     C/2003 C4 (SOHO)",1.0000,0.005,145.05,8.77,86.95,,2003-02-14.5,,PAR,1,,16,T,,,,
"     C/2003 C5 (SOHO)",1.0000,0.005,144.42,1.84,80.73,,2003-02-17.0,,PAR,1,,31,T,,,,
"     C/2003 C6 (SOHO)",1.0000,0.005,146.81,351.72,69.69,,2003-02-08.7,,PAR,0,,8,T,,,,
"     C/2003 D1 (SOHO)",1.0000,0.005,144.70,9.68,87.09,,2003-03-01.1,,PAR,0,,20,T,,,,
"     C/2003 E1 (NEAT)",0.7636,3.245,33.54,137.07,103.86,24.21,2004-02-13.6,50.9,JFc,552,3,235,,,,,
"     C/2003 E2 (SOHO)",1.0000,0.005,144.06,2.57,83.69,,2003-03-04.7,,PAR,0,,13,T,,,,
"     C/2003 E3 (SOHO)",1.0000,0.005,145.29,7.97,85.61,,2003-03-12.0,,PAR,0,,15,T,,,,
"     C/2003 E4 (SOHO)",1.0000,0.005,144.66,9.37,87.98,,2003-03-16.1,,PAR,0,,11,T,,,,
"     C/2003 F1 (LINEAR)",0.8060,4.008,70.22,87.49,121.19,37.32,2003-06-28.4,93.9,HTC,179,3,1150,,,,,
"     P/2003 F2 (NEAT)",0.5422,2.977,11.60,359.03,191.59,10.03,2003-04-14.7,16.6,JFc,62,5,74,,,,,
"     C/2003 F3 (SOHO)",1.0000,0.005,144.59,9.82,88.18,,2003-03-21.3,,PAR,1,,43,T,,,,
"     C/2003 F4 (SOHO)",1.0000,0.005,145.06,8.50,84.78,,2003-03-25.9,,PAR,0,,14,T,,,,
"     C/2003 F5 (SOHO)",1.0000,0.005,144.55,10.01,88.12,,2003-03-30.8,,PAR,1,,57,T,,,,
"     C/2003 G1 (LINEAR)",1.0014,4.916,66.85,246.09,11.42,,2003-02-03.6,,HYP,555,,1472,,,,,
"     C/2003 G2 (LINEAR)",0.9964,1.553,96.17,24.57,190.67,864.69,2003-04-29.9,9.01e+03,COM,53,,112,,,,,
"     C/2003 G3 (SOHO)",1.0000,0.017,169.70,87.61,174.63,,2003-04-05.3,,PAR,0,,48,T,,,,
"     C/2003 G4 (SOHO)",1.0000,0.005,147.49,1.78,82.80,,2003-04-02.7,,PAR,0,,6,T,,,,
"     C/2003 G5 (SOHO)",1.0000,0.005,144.12,4.20,83.04,,2003-04-06.8,,PAR,0,,6,T,,,,
"     C/2003 H1 (LINEAR)",0.9992,2.240,138.67,19.00,196.14,5309.90,2004-02-22.6,1.37e+05,COM,604,,1890,,,,,
"     C/2003 H2 (LINEAR)",0.9429,2.179,74.22,79.84,155.08,74.14,2003-05-17.9,236,COM,100,4,189,,,,,
"     C/2003 H3 (NEAT)",0.9998,2.901,42.81,269.42,6.48,26585.28,2003-04-24.2,1.53e+06,COM,582,,765,,,,,
"     C/2003 H5 (SOHO)",1.0000,0.035,71.35,75.17,56.64,,2003-04-27.4,,PAR,0,,16,T,,,,
"     C/2003 H6 (SOHO)",1.0000,0.026,27.05,243.47,80.67,,2003-04-30.5,,PAR,0,,11,T,,,,
"     C/2003 H7 (SOHO)",1.0000,0.027,27.90,242.66,82.57,,2003-04-30.5,,PAR,0,,28,T,,,,
"     C/2003 H8 (SOHO)",1.0000,0.005,144.12,8.63,86.27,,2003-04-23.3,,PAR,1,,5,T,,,,
"     C/2003 H9 (SOHO)",1.0000,0.005,143.76,8.35,84.60,,2003-04-25.0,,PAR,0,,10,T,,,,
"     C/2003 H10 (SOHO)",1.0000,0.005,143.83,5.90,83.06,,2003-04-29.3,,PAR,1,,12,T,,,,
"     C/2003 H11 (SOHO)",1.0000,0.005,137.20,306.78,43.23,,2003-04-29.8,,PAR,0,,6,T,,,,
"     C/2003 H12 (SOHO)",1.0000,0.005,144.35,5.25,85.33,,2003-05-01.2,,PAR,0,,4,T,,,,
"     C/2003 J1 (NEAT)",0.9911,5.125,98.31,122.03,196.03,1150.23,2003-10-10.6,1.39e+04,COM,423,,80,,,,,
"     C/2003 J2 (SOHO)",1.0000,0.005,143.39,7.47,84.94,,2003-05-01.6,,PAR,0,,5,T,,,,
"     C/2003 J3 (SOHO)",1.0000,0.005,142.82,8.48,84.58,,2003-05-06.1,,PAR,0,,5,T,,,,
"     C/2003 J4 (SOHO)",1.0000,0.005,144.58,12.80,89.29,,2003-05-06.3,,PAR,1,,7,T,,,,
"     C/2003 J5 (SOHO)",1.0000,0.005,143.94,11.87,89.21,,2003-05-08.7,,PAR,0,,13,T,,,,
"     C/2003 J6 (SOHO)",1.0000,0.005,143.08,16.55,90.64,,2003-05-10.2,,PAR,0,,14,T,,,,
"     C/2003 J7 (SOHO)",1.0000,0.007,141.86,349.09,70.61,,2003-05-15.5,,PAR,1,,31,T,,,,
"     C/2003 J8 (SOHO)",1.0000,0.005,144.29,3.18,82.44,,2003-05-16.6,,PAR,1,,39,T,,,,
"     C/2003 J9 (SOHO)",1.0000,0.005,144.18,14.40,90.62,,2003-05-16.1,,PAR,0,,9,T,,,,
"     C/2003 K1 (Spacewatch)",0.9501,2.087,129.83,250.06,314.48,81.57,2002-12-21.1,271,COM,28,7,52,,,,,
"     C/2003 K3 (SOHO)",1.0000,0.139,39.53,79.08,108.46,,2003-06-01.2,,PAR,3,,32,T,,,,
"     C/2003 K4 (LINEAR)",1.0003,1.024,134.25,18.68,198.44,,2004-10-13.7,,HYP,1269,,3625,,8.1e-09,-3.6e-09,-5.6e-10,
"     C/2003 K5 (SOHO)",1.0000,0.035,72.50,74.11,55.74,,2003-05-21.3,,PAR,0,,16,T,,,,
"     C/2003 K6 (SOHO)",1.0000,0.037,71.87,73.67,56.44,,2003-05-30.1,,PAR,0,,9,T,,,,
"     C/2003 K7 (SOHO)",1.0000,0.005,144.15,12.35,89.70,,2003-05-24.8,,PAR,2,,90,T,,,,
"     C/2003 K8 (SOHO)",1.0000,0.008,135.87,28.75,95.31,,2003-05-22.9,,PAR,0,,8,T,,,,
"     C/2003 K9 (SOHO)",1.0000,0.004,144.48,1.39,81.52,,2003-05-24.8,,PAR,1,,56,T,,,,
"     C/2003 K10 (SOHO)",1.0000,0.005,144.20,3.91,82.94,,2003-05-27.2,,PAR,0,,21,T,,,,
"     C/2003 K11 (SOHO)",1.0000,0.005,141.58,17.80,92.22,,2003-05-27.6,,PAR,0,,7,T,,,,
"     C/2003 K12 (SOHO)",1.0000,0.009,136.80,4.80,81.85,,2003-05-29.5,,PAR,0,,6,T,,,,
"     C/2003 K13 (SOHO)",1.0000,0.006,148.89,348.81,72.92,,2003-05-24.3,,PAR,1,,11,T,,,,
"     C/2003 L2 (LINEAR)",0.9815,2.865,82.05,273.56,119.84,306.03,2004-01-19.1,1.92e+03,COM,292,,492,,,,,
"     C/2003 L3 (SOHO)",1.0000,0.005,142.65,18.74,94.51,,2003-06-02.9,,PAR,0,,11,T,,,,
"     C/2003 L4 (SOHO)",1.0000,0.005,141.93,20.72,95.86,,2003-06-06.3,,PAR,0,,9,T,,,,
"     C/2003 L5 (SOHO)",1.0000,0.005,144.23,3.81,82.97,,2003-06-10.6,,PAR,2,,85,T,,,,
"     C/2003 L6 (SOHO)",1.0000,0.005,135.18,32.28,103.35,,2003-06-10.2,,PAR,0,,7,T,,,,
"     C/2003 L7 (SOHO)",1.0000,0.006,133.71,37.11,107.86,,2003-06-14.5,,PAR,1,,9,T,,,,
"     C/2003 L8 (SOHO)",1.0000,0.004,141.60,14.55,91.79,,2003-06-16.0,,PAR,0,,13,T,,,,
"     C/2003 M1 (SOHO)",1.0000,0.004,144.57,0.22,79.70,,2003-06-16.6,,PAR,0,,22,T,,,,
"     C/2003 M2 (SOHO)",1.0000,0.004,143.54,8.57,86.95,,2003-06-18.9,,PAR,1,,42,T,,,,
"     C/2003 M3 (SOHO)",1.0000,0.004,141.43,20.06,96.21,,2003-06-18.3,,PAR,1,,12,T,,,,
"     C/2003 M4 (SOHO)",1.0000,0.007,141.94,10.56,89.00,,2003-06-18.9,,PAR,0,,8,T,,,,
"     C/2003 M5 (SOHO)",1.0000,0.007,139.29,340.42,64.34,,2003-06-19.9,,PAR,0,,39,T,,,,
"     C/2003 M6 (SOHO)",1.0000,0.007,143.20,13.06,91.42,,2003-06-20.1,,PAR,0,,8,T,,,,
"     C/2003 M7 (SOHO)",1.0000,0.005,145.25,344.94,65.47,,2003-06-20.9,,PAR,0,,9,T,,,,
"     C/2003 M8 (SOHO)",1.0000,0.005,147.58,345.29,64.96,,2003-06-22.7,,PAR,0,,12,T,,,,
"     C/2003 M9 (SOHO)",1.0000,0.005,146.97,358.61,76.12,,2003-06-23.5,,PAR,0,,8,T,,,,
"     C/2003 M10 (SOHO)",1.0000,0.006,148.86,341.76,61.51,,2003-06-23.6,,PAR,0,,9,T,,,,
"     C/2003 M11 (SOHO)",1.0000,0.005,145.69,341.37,60.98,,2003-06-23.7,,PAR,0,,17,T,,,,
"     C/2003 M12 (SOHO)",1.0000,0.005,143.12,8.42,87.16,,2003-06-23.8,,PAR,0,,14,T,,,,
"     C/2003 N1 (SOHO)",1.0000,0.005,144.79,7.21,85.86,,2003-07-06.1,,PAR,0,,11,T,,,,
